model,vocab,auc,accuracy,precision 1,recall 1,f1 score 1,precision 0,recall 0,f1 score 0,precision avg,recall avg,f1 avg,fpr
lr,5000,0.8420505562067362,0.7644276253547777,0.760989010989011,0.6309794988610479,0.6899128268991283,0.8100686498855835,0.8100686498855835,0.8100686498855835,0.7855288304372972,0.7205240743733157,0.7499907383923559,0.18993135011441653
nb,5000,0.8304288210186435,0.7398297067171239,0.657088122605364,0.7813211845102506,0.7138397502601457,0.7614917606244579,0.7614917606244579,0.7614917606244579,0.709289941614911,0.7714064725673542,0.7376657554423018,0.2385082393755421
lsvm,5000,0.0,0.7729422894985809,0.745679012345679,0.6879271070615034,0.7156398104265402,0.8110236220472441,0.8110236220472441,0.8110236220472441,0.7783513171964616,0.7494753645543737,0.7633317162368922,0.1889763779527559
sgd,5000,0.0,0.7559129612109745,0.7245657568238213,0.6651480637813212,0.6935866983372921,0.7971698113207547,0.7971698113207547,0.7971698113207547,0.760867784072288,0.7311589375510379,0.7453782548290234,0.2028301886792453
svm,5000,0.8522476797074847,0.7757805108798487,0.7853107344632768,0.6332574031890661,0.7011349306431274,0.8205904617713853,0.8205904617713853,0.8205904617713853,0.802950598117331,0.7269239324802257,0.7608626962072563,0.17940953822861472
knn,5000,0.8028635984990897,0.7237464522232734,0.6509240246406571,0.7220956719817767,0.6846652267818575,0.7542087542087542,0.7542087542087542,0.7542087542087542,0.7025663894247056,0.7381522130952655,0.7194369904953059,0.24579124579124578
rf,5000,0.8479959602214506,0.7786187322611163,0.7839335180055401,0.6446469248291572,0.7075,0.821917808219178,0.821917808219178,0.821917808219178,0.8029256631123591,0.7332823665241677,0.764708904109589,0.17808219178082196
gb,5000,0.8177068359245416,0.7445600756859035,0.7864406779661017,0.5284738041002278,0.6321525885558584,0.8043478260869565,0.8043478260869565,0.8043478260869565,0.7953942520265291,0.6664108150935921,0.7182502073214074,0.19565217391304346
mlp,5000,0.8427471968507421,0.771050141911069,0.7468671679197995,0.6788154897494305,0.711217183770883,0.810344827586207,0.810344827586207,0.810344827586207,0.7786059977530032,0.7445801586678187,0.760781005678545,0.18965517241379304
