model,vocab,auc,accuracy,precision 1,recall 1,f1 score 1,precision 0,recall 0,f1 score 0,precision avg,recall avg,f1 avg,fpr
lr,19413,0.8486999727241231,0.7814569536423841,0.7780748663101604,0.662870159453303,0.7158671586715867,0.822444273635665,0.822444273635665,0.822444273635665,0.8002595699729127,0.742657216544484,0.7691557161536258,0.17755572636433503
nb,19413,0.823657768833256,0.7341532639545885,0.6452205882352942,0.7995444191343963,0.7141403865717192,0.7515473032714413,0.7515473032714413,0.7515473032714413,0.6983839457533677,0.7755458612029188,0.7328438449215802,0.24845269672855874
lsvm,19413,0.0,0.7663197729422895,0.7330097087378641,0.6879271070615034,0.709753231492362,0.8044338875692796,0.8044338875692796,0.8044338875692796,0.7687217981535719,0.7461804973153915,0.7570935595308208,0.19556611243072042
sgd,19413,0.0,0.7672658467360454,0.7371007371007371,0.683371298405467,0.7092198581560285,0.805993690851735,0.805993690851735,0.805993690851735,0.771547213976236,0.744682494628601,0.7576067745038817,0.194006309148265
svm,19413,0.8541348755261664,0.7767265846736046,0.8181818181818182,0.5945330296127562,0.6886543535620053,0.8259587020648967,0.8259587020648967,0.8259587020648967,0.8220702601233575,0.7102458658388264,0.757306527813451,0.17404129793510326
knn,19413,0.7320992841925235,0.6972563859981078,0.8650306748466258,0.3211845102505695,0.46843853820598014,0.7883597883597884,0.7883597883597884,0.7883597883597884,0.826695231603207,0.5547721493051789,0.6283991632828843,0.21164021164021163
rf,19413,0.8632999388135731,0.7842951750236519,0.832807570977918,0.6013667425968109,0.6984126984126985,0.8321060382916052,0.8321060382916052,0.8321060382916052,0.8324568046347616,0.7167363904442081,0.7652593683521518,0.16789396170839477
gb,19413,0.8292493236319673,0.7549668874172185,0.8125,0.5330296127562643,0.6437414030261347,0.8132660418168709,0.8132660418168709,0.8132660418168709,0.8128830209084354,0.6731478272865676,0.7285037224215027,0.1867339581831291
mlp,19413,0.8317225822146538,0.7682119205298014,0.7449494949494949,0.6719817767653758,0.7065868263473054,0.8084440969507426,0.8084440969507426,0.8084440969507426,0.7766967959501188,0.7402129368580592,0.7575154616490241,0.1915559030492574
