model,vocab,auc,accuracy,precision 1,recall 1,f1 score 1,precision 0,recall 0,f1 score 0,precision avg,recall avg,f1 avg,fpr
lr,23505,0.8437387118414166,0.7559129612109745,0.7387862796833773,0.6378132118451025,0.684596577017115,0.8009259259259259,0.8009259259259259,0.8009259259259259,0.7698561028046516,0.7193695688855142,0.7427612514715205,0.19907407407407407
nb,23505,0.8417335662840671,0.7549668874172185,0.689873417721519,0.744874715261959,0.7163198247535598,0.784346378018318,0.784346378018318,0.784346378018318,0.7371098978699184,0.7646105466401385,0.7503331013859389,0.21565362198168203
lsvm,23505,0.0,0.7814569536423841,0.7488038277511961,0.7129840546697038,0.7304550758459741,0.8162291169451074,0.8162291169451074,0.8162291169451074,0.7825164723481517,0.7646065858074056,0.7733420963955407,0.18377088305489264
sgd,23505,0.0,0.7738883632923368,0.7336448598130841,0.715261958997722,0.7243367935409457,0.8083400160384924,0.8083400160384924,0.8083400160384924,0.7709924379257882,0.7618009875181072,0.766338404789719,0.19165998396150763
svm,23505,0.8628871147282364,0.7814569536423841,0.7810810810810811,0.6583143507972665,0.7144622991347344,0.8229885057471265,0.8229885057471265,0.8229885057471265,0.8020347934141038,0.7406514282721965,0.7687254024409305,0.17701149425287355
knn,23505,0.7908382540489934,0.7114474929044465,0.6231617647058824,0.7722095671981777,0.6897253306205493,0.7303271441202476,0.7303271441202476,0.7303271441202476,0.676744454413065,0.7512683556592126,0.7100262373703985,0.2696728558797524
rf,23505,0.8493450103574613,0.7653736991485336,0.8472727272727273,0.530751708428246,0.6526610644257703,0.8228571428571428,0.8228571428571428,0.8228571428571428,0.8350649350649351,0.6768044256426944,0.7377591036414566,0.17714285714285716
gb,23505,0.8499384449801328,0.771050141911069,0.7871720116618076,0.6150341685649203,0.6905370843989771,0.8183183183183182,0.8183183183183182,0.8183183183183182,0.802745164990063,0.7166762434416193,0.7544277013586477,0.18168168168168175
mlp,23505,0.8621167554975636,0.7748344370860927,0.7258426966292135,0.7357630979498861,0.7307692307692308,0.8065040650406504,0.8065040650406504,0.8065040650406504,0.766173380834932,0.7711335814952682,0.7686366479049407,0.19349593495934958
