model,vocab,auc,accuracy,precision 1,recall 1,f1 score 1,precision 0,recall 0,f1 score 0,precision avg,recall avg,f1 avg,fpr
lr,158496,0.9017626321974148,0.8240469208211144,0.7931034482758621,0.6216216216216216,0.696969696969697,0.8760330578512396,0.8760330578512396,0.8760330578512396,0.8345682530635509,0.7488273397364307,0.7865013774104683,0.12396694214876036
nb,158496,0.9110458284371329,0.8240469208211144,0.7383177570093458,0.7117117117117117,0.7247706422018348,0.8706896551724138,0.8706896551724138,0.8706896551724138,0.8045037060908797,0.7912006834420627,0.7977301486871243,0.1293103448275862
lsvm,158496,0.0,0.8328445747800587,0.7213114754098361,0.7927927927927928,0.7553648068669527,0.8730512249443206,0.8730512249443206,0.8730512249443206,0.7971813501770784,0.8329220088685567,0.8142080159056366,0.12694877505567936
sgd,158496,0.0,0.8269794721407625,0.703125,0.8108108108108109,0.7531380753138075,0.8668171557562077,0.8668171557562077,0.8668171557562077,0.7849710778781038,0.8388139832835093,0.8099776155350076,0.13318284424379234
svm,158496,0.9103016059537798,0.8328445747800587,0.813953488372093,0.6306306306306306,0.7106598984771574,0.8824742268041236,0.8824742268041236,0.8824742268041236,0.8482138575881083,0.756552428717377,0.7965670626406405,0.11752577319587643
knn,158496,0.8482569526047787,0.7712609970674487,0.6137931034482759,0.8018018018018018,0.6953125,0.8169014084507042,0.8169014084507042,0.8169014084507042,0.71534725594949,0.809351605126253,0.7561069542253521,0.18309859154929575
rf,158496,0.9009596553074815,0.8035190615835777,0.7894736842105263,0.5405405405405406,0.6417112299465241,0.8646464646464647,0.8646464646464647,0.8646464646464647,0.8270600744284955,0.7025935025935026,0.7531788472964944,0.13535353535353534
gb,158496,0.9062083822953387,0.8269794721407625,0.7321428571428571,0.7387387387387387,0.7354260089686099,0.8714596949891068,0.8714596949891068,0.8714596949891068,0.801801276065982,0.8050992168639228,0.8034428519788583,0.1285403050108932
mlp,158496,0.9206815511163338,0.8533724340175953,0.7904761904761904,0.7477477477477478,0.7685185185185186,0.8927038626609441,0.8927038626609441,0.8927038626609441,0.8415900265685673,0.820225805204346,0.8306111905897313,0.10729613733905585
