model,vocab,auc,accuracy,precision 1,recall 1,f1 score 1,precision 0,recall 0,f1 score 0,precision avg,recall avg,f1 avg,fpr
lr,88653,0.9137877007442224,0.8299120234604106,0.7731958762886598,0.6756756756756757,0.721153846153846,0.8776371308016878,0.8776371308016878,0.8776371308016878,0.8254165035451738,0.7766564032386818,0.799395488477767,0.12236286919831219
nb,88653,0.9249510379945163,0.8387096774193549,0.7295081967213115,0.8018018018018018,0.7639484978540773,0.8775055679287305,0.8775055679287305,0.8775055679287305,0.803506882325021,0.8396536848652661,0.8207270328914038,0.12249443207126953
lsvm,88653,0.0,0.8651026392961877,0.773109243697479,0.8288288288288288,0.8,0.8982300884955753,0.8982300884955753,0.8982300884955753,0.8356696660965272,0.863529458662202,0.8491150442477877,0.10176991150442471
sgd,88653,0.0,0.8709677419354839,0.7815126050420168,0.8378378378378378,0.808695652173913,0.9026548672566371,0.9026548672566371,0.9026548672566371,0.842083736149327,0.8702463525472375,0.855675259715275,0.09734513274336287
svm,88653,0.9228358793576185,0.8533724340175953,0.8144329896907216,0.7117117117117117,0.7596153846153846,0.8945147679324895,0.8945147679324895,0.8945147679324895,0.8544738788116055,0.8031132398221006,0.8270650762739371,0.10548523206751048
knn,88653,0.86349392871132,0.7800586510263929,0.6232876712328768,0.8198198198198198,0.708171206225681,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.7234085414987913,0.8216746157922628,0.7658503089951934,0.17647058823529416
rf,88653,0.9047786917352135,0.8181818181818182,0.788235294117647,0.6036036036036037,0.6836734693877552,0.8724279835390947,0.8724279835390947,0.8724279835390947,0.8303316388283708,0.7380157935713492,0.7780507264634249,0.12757201646090532
gb,88653,0.9226792009400704,0.8475073313782991,0.7757009345794392,0.7477477477477478,0.7614678899082569,0.8879310344827586,0.8879310344827586,0.8879310344827586,0.8318159845310988,0.8178393911152532,0.8246994621955077,0.11206896551724144
mlp,88653,0.9294947121034078,0.8592375366568915,0.752,0.8468468468468469,0.7966101694915254,0.8923766816143497,0.8923766816143497,0.8923766816143497,0.8221883408071748,0.8696117642305983,0.8444934255529375,0.10762331838565031
