model,vocab,auc,accuracy,precision 1,recall 1,f1 score 1,precision 0,recall 0,f1 score 0,precision avg,recall avg,f1 avg,fpr
lr,13653,0.9090367900940589,0.8461538461538461,0.780952380952381,0.7387387387387387,0.7592592592592593,0.8869565217391304,0.8869565217391304,0.8869565217391304,0.8339544513457557,0.8128476302389346,0.8231078904991949,0.11304347826086958
nb,13653,0.8743302774139778,0.8313609467455622,0.717741935483871,0.8018018018018018,0.7574468085106383,0.870748299319728,0.870748299319728,0.870748299319728,0.7942451174017995,0.8362750505607649,0.8140975539151831,0.12925170068027203
lsvm,13653,0.0,0.8254437869822485,0.7549019607843137,0.6936936936936937,0.7230046948356808,0.8725701943844493,0.8725701943844493,0.8725701943844493,0.8137360775843815,0.7831319440390715,0.797787444610065,0.12742980561555073
sgd,13653,0.0,0.8520710059171598,0.7699115044247787,0.7837837837837838,0.7767857142857142,0.8893805309734514,0.8893805309734514,0.8893805309734514,0.8296460176991151,0.8365821573786176,0.8330831226295827,0.11061946902654862
svm,13653,0.9008016827400087,0.8136094674556213,0.7857142857142857,0.5945945945945946,0.676923076923077,0.869022869022869,0.869022869022869,0.869022869022869,0.8273685773685773,0.7318087318087318,0.772972972972973,0.13097713097713104
knn,13653,0.6991705361749414,0.7366863905325444,0.9583333333333334,0.2072072072072072,0.34074074074074073,0.8354898336414048,0.8354898336414048,0.8354898336414048,0.8969115834873691,0.521348520424306,0.5881152871910728,0.16451016635859517
rf,13653,0.8900861213636544,0.8195266272189349,0.8125,0.5855855855855856,0.6806282722513088,0.8742268041237115,0.8742268041237115,0.8742268041237115,0.8433634020618557,0.7299061948546486,0.7774275381875102,0.12577319587628855
gb,13653,0.9053061872445132,0.8372781065088757,0.7916666666666666,0.6846846846846847,0.7342995169082125,0.88272921108742,0.88272921108742,0.88272921108742,0.8371979388770433,0.7837069478860523,0.8085143639978163,0.11727078891258003
mlp,13653,0.8966146763503592,0.8284023668639053,0.7264957264957265,0.7657657657657657,0.7456140350877193,0.8705357142857143,0.8705357142857143,0.8705357142857143,0.7985157203907204,0.81815074002574,0.8080748746867168,0.1294642857142857
