model,vocab,auc,accuracy,precision 1,recall 1,f1 score 1,precision 0,recall 0,f1 score 0,precision avg,recall avg,f1 avg,fpr
lr,15646,0.9141167599317379,0.8224852071005917,0.7524752475247525,0.6846846846846847,0.7169811320754719,0.8706896551724138,0.8706896551724138,0.8706896551724138,0.8115824513485832,0.7776871699285492,0.7938353936239428,0.1293103448275862
nb,15646,0.8770885422867801,0.834319526627219,0.7165354330708661,0.8198198198198198,0.7647058823529411,0.8721461187214612,0.8721461187214612,0.8721461187214612,0.7943407758961636,0.8459829692706404,0.8184260005372012,0.1278538812785388
lsvm,15646,0.0,0.8076923076923077,0.7254901960784313,0.6666666666666666,0.6948356807511736,0.8596112311015118,0.8596112311015118,0.8596112311015118,0.7925507135899716,0.7631389488840892,0.7772234559263427,0.14038876889848817
sgd,15646,0.0,0.8402366863905325,0.7663551401869159,0.7387387387387387,0.7522935779816514,0.8820960698689956,0.8820960698689956,0.8820960698689956,0.8242256050279557,0.8104174043038672,0.8171948239253235,0.11790393013100442
svm,15646,0.9045521292217328,0.8195266272189349,0.8048780487804879,0.5945945945945946,0.683937823834197,0.8737060041407868,0.8737060041407868,0.8737060041407868,0.8392920264606374,0.7341502993676907,0.7788219139874919,0.1262939958592132
knn,15646,0.7567170694923999,0.7544378698224852,0.85,0.3063063063063063,0.4503311258278145,0.8419047619047619,0.8419047619047619,0.8419047619047619,0.845952380952381,0.5741055341055341,0.6461179438662882,0.15809523809523807
rf,15646,0.9024487042108187,0.8165680473372781,0.8181818181818182,0.5675675675675675,0.6702127659574467,0.8729508196721312,0.8729508196721312,0.8729508196721312,0.8455663189269746,0.7202591936198494,0.771581792814789,0.12704918032786883
gb,15646,0.9134222328054927,0.8284023668639053,0.7731958762886598,0.6756756756756757,0.721153846153846,0.876068376068376,0.876068376068376,0.876068376068376,0.8246321261785179,0.7758720258720258,0.7986111111111109,0.12393162393162405
mlp,15646,0.9007421518434733,0.8313609467455622,0.77,0.6936936936936937,0.7298578199052133,0.8774193548387097,0.8774193548387097,0.8774193548387097,0.8237096774193549,0.7855565242662017,0.8036385873719615,0.1225806451612903
