model,vocab,auc,accuracy,precision 1,recall 1,f1 score 1,precision 0,recall 0,f1 score 0,precision avg,recall avg,f1 avg,fpr
lr,200030,0.9190776679763463,0.8313609467455622,0.77,0.6936936936936937,0.7298578199052133,0.8774193548387097,0.8774193548387097,0.8774193548387097,0.8237096774193549,0.7855565242662017,0.8036385873719615,0.1225806451612903
nb,200030,0.8803032106996865,0.849112426035503,0.75,0.8108108108108109,0.7792207792207791,0.8853932584269663,0.8853932584269663,0.8853932584269663,0.8176966292134831,0.8481020346188886,0.8323070188238727,0.11460674157303374
lsvm,200030,0.0,0.8284023668639053,0.7572815533980582,0.7027027027027027,0.7289719626168224,0.8744588744588745,0.8744588744588745,0.8744588744588745,0.8158702139284664,0.7885807885807886,0.8017154185378484,0.1255411255411255
sgd,200030,0.0,0.8402366863905325,0.7355371900826446,0.8018018018018018,0.7672413793103449,0.8783783783783784,0.8783783783783784,0.8783783783783784,0.8069577842305116,0.8400900900900901,0.8228098788443616,0.1216216216216216
svm,200030,0.8981227923959202,0.8047337278106509,0.835820895522388,0.5045045045045045,0.6292134831460674,0.8674698795180723,0.8674698795180723,0.8674698795180723,0.8516453875202301,0.6859871920112883,0.7483416813320698,0.1325301204819277
knn,200030,0.628130332976148,0.7130177514792899,0.9375,0.13513513513513514,0.2362204724409449,0.8233151183970856,0.8233151183970856,0.8233151183970856,0.8804075591985427,0.4792251267661104,0.5297677954190152,0.1766848816029144
rf,200030,0.8931618843513115,0.7899408284023669,0.8125,0.46846846846846846,0.5942857142857142,0.8582834331337326,0.8582834331337326,0.8582834331337326,0.8353917165668663,0.6633759508011006,0.7262845737097234,0.14171656686626743
gb,200030,0.9182442354248521,0.8106508875739645,0.7701149425287356,0.6036036036036037,0.6767676767676768,0.8661087866108788,0.8661087866108788,0.8661087866108788,0.8181118645698071,0.7348561951072412,0.7714382316892778,0.13389121338912124
mlp,200030,0.8682779695995554,0.8254437869822485,0.8823529411764706,0.5405405405405406,0.6703910614525139,0.8812877263581489,0.8812877263581489,0.8812877263581489,0.8818203337673097,0.7109141334493447,0.7758393939053314,0.11871227364185111
